price,year_model,mileage,fuel_type,mark,model,fiscal_power,city
11340.0,2006.0,114999.5,Ess,Peugeot,407,11.0, Agadir
3780.0000000000005,2000.0,154999.5,Diesel,Citroen,EVASION,, Oujda
54810.0,2012.0,124999.5,Diesel,Volkswagen,GOLF 6,8.0, Casablanca
30240.000000000004,2005.0,164999.5,Diesel,Renault,Kang,, Tanger
12150.0,2008.0,92499.5,Ess,Daci,Logan,8.0, Tétouan
3780.0000000000005,1982.0,37499.5,Ess,Renault,R9,7.0, Tanger
72360.0,2014.0,124999.5,Diesel,Audi,A5,8.0, Casablanca
33750.0,2010.0,82499.5,Diesel,Ssangyong,STAVIC,11.0, Rabat
35640.0,2013.0,97499.5,Diesel,Renault,Captur,, Tétouan
17550.0,2009.0,154999.5,Ess,zd,3,9.0, Fès
13500.0,2003.0,224999.5,Diesel,cedes-Benz,Classe E,, Taza
26190.0,2009.0,274999.5,Diesel,Renault,Scenic,7.0, Tanger
31050.000000000004,2007.0,164999.5,Diesel,cedes-Benz,Classe C,12.0, Rabat
11610.0,2010.0,27499.5,Ess,Hyundai,Accent,8.0, Khemisset
33480.0,2017.0,37499.5,Diesel,Renault,Cli,6.0, Casablanca
15660.000000000002,2005.0,184999.5,Diesel,Chevrolet,Optra,8.0, Rabat
8100.000000000001,1984.0,424999.5,Diesel,Volkswagen,GOLF 2,6.0, Ouarzazate
16470.0,2013.0,52499.5,Diesel,Peugeot,Bipper,6.0, Casablanca
24030.0,2014.0,72499.5,Diesel,Fiat,Punt,5.0, Khouribga
45630.0,2012.0,82499.5,Diesel,Volkswagen,Passat,8.0, Marrakech
41850.0,2007.0,154999.5,Diesel,cedes-Benz,Classe C,, Casablanca
13770.0,1997.0,164999.5,Ess,cedes-Benz,Classe C,10.0, Nador
36450.0,2014.0,7499.5,Diesel,Renault,Latitu,, Casablanca
15930.000000000002,2001.0,144999.5,Diesel,Seat,Cordoba,8.0, Tanger
45900.0,2016.0,47499.5,Diesel,Opel,Astra,8.0, Casablanca
11340.0,2002.0,194999.5,Ess,Renault,Cli,, Nador
10260.0,2007.0,164999.5,Ess,Suzuki,Alt,5.0, Fès
17820.0,2004.0,164999.5,Diesel,Renault,gan,, Casablanca
13500.0,2010.0,224999.5,Diesel,Peugeot,Partner,, Marrakech
44550.0,2016.0,42499.5,Diesel,Nissan,Juk,6.0, Tétouan
14580.000000000002,2007.0,164999.5,Ess,Hond,Jazz,, Marrakech
35100.0,2014.0,174999.5,Diesel,itsubishi,ancer,10.0, Casablanca
75600.0,2011.0,104999.5,Diesel,BMW,Serie 7,12.0, Rabat
5940.0,1993.0,7499.5,Ess,Peugeot,205,8.0, Taourirt
59400.00000000001,2015.0,114999.5,Diesel,Volkswagen,CC,8.0, Casablanca
9990.0,2005.0,224999.5,Ess,Hyundai,Atos Prim,6.0, Casablanca
67500.0,2012.0,134999.5,Diesel,BMW,Serie 3,8.0, Rabat
66150.0,2014.0,114999.5,Diesel,Audi,A4,8.0, Casablanca
40500.0,2018.0,52499.5,Diesel,Daci,Duster,, Marrakech
19710.0,2013.0,114999.5,Ess,Ford,Fiesta,7.0, Marrakech
9720.0,2005.0,97499.5,Ess,Volkswagen,G,6.0, Salé
39150.0,2013.0,104999.5,Diesel,Volkswagen,Passat,, Casablanca
8100.000000000001,2001.0,500000.0,Diesel,cedes-Benz,300,12.0, Casablanca
20790.0,2000.0,224999.5,Diesel,Volkswagen,GOLF 4,, Agadir
18090.0,2010.0,72499.5,Ess,Citroen,C1,6.0, Rabat
18360.0,2006.0,144999.5,Ess,Nissan,uran,20.0, Rabat
19440.0,2014.0,97499.5,Ess,Hyundai,i 20,, Fès
35235.0,2014.0,67499.5,Diesel,Daci,Lodgy,6.0, Rabat
13770.0,2006.0,324999.5,Diesel,Citroen,Berling,7.0, Fès
7560.000000000001,1998.0,274999.5,Diesel,Renault,EXPRESS,7.0, Casablanca
51300.0,2012.0,17499.5,Diesel,Volkswagen,Touran,, Casablanca
41850.0,2007.0,154999.5,Diesel,Nissan,Navara,10.0, Tanger
4320.0,1983.0,22499.5,Diesel,Fiat,Un,7.0, Khemisset
19440.0,2010.0,144999.5,Diesel,Renault,Cli,, Casablanca
22140.0,2008.0,134999.5,Ess,Fiat,500,6.0, Rabat
20790.0,2008.0,174999.5,Diesel,Citroen,C4,6.0, Casablanca
12150.0,2007.0,124999.5,Ess,Renault,Cli,7.0, Meknès
16740.0,2006.0,274999.5,Diesel,Peugeot,407,8.0, Fès
36720.0,2012.0,224999.5,Diesel,Volkswagen,GOLF 6,, Tanger
24300.0,2008.0,194999.5,Diesel,Citroen,C4 Picass,8.0, Fès
9450.0,2000.0,134999.5,Diesel,Fiat,Pali,6.0, Bouznika
24030.0,2009.0,224999.5,Diesel,Renault,Laguna,6.0, Meknès
25380.0,2012.0,134999.5,Diesel,Renault,Cli,, Tanger
71550.0,2015.0,62499.5,Diesel,cedes-Benz,Classe C,9.0, Fès
21600.0,2007.0,424999.5,Diesel,Nissan,X-Trai,, Tanger
38340.0,2007.0,154999.5,Diesel,Toyot,Pra,12.0, Tanger
19710.0,2016.0,62499.5,Ess,Daci,Logan,6.0, Guelmim
18900.0,2014.0,17499.5,Diesel,Daci,Logan,, Casablanca
29430.000000000004,2007.0,124999.5,Ess,BMW,Serie 1,, Marrakech
47250.0,2017.0,72499.5,Diesel,Skod,Octavia,, Agadir
34560.0,2017.0,2499.5,Diesel,Daci,Dokker,6.0, Casablanca
3510.0000000000005,1991.0,62499.5,Diesel,Fiat,Un,6.0, Temara
97200.0,2017.0,42499.5,Diesel,Hyundai,Santa F,9.0, Tétouan
68850.0,2014.0,124999.5,Diesel,Audi,Q5,8.0, Fès
31320.000000000004,2014.0,104999.5,Diesel,Citroen,C4,6.0, Casablanca
45900.0,2007.0,92499.5,Ess,BMW,CABRIOLET,14.0, Rabat
9720.0,1991.0,67499.5,Diesel,Renault,19,7.0, Casablanca
32670.000000000004,2013.0,124999.5,Diesel,Renault,gan,, Casablanca
28620.000000000004,2009.0,184999.5,Diesel,Opel,Astra,7.0, Rabat
9450.0,1996.0,324999.5,Diesel,Peugeot,306,8.0, Khouribga
9450.0,1994.0,184999.5,Diesel,Peugeot,306,, Bouznika
31995.000000000004,2017.0,57499.5,Diesel,Peugeot,208,7.0, Kénitra
33480.0,2009.0,164999.5,Diesel,Hyundai,Santa F,9.0, Mohammedia
56700.00000000001,2009.0,194999.5,Diesel,cedes-Benz,220,, Berrechid
80730.0,2016.0,87499.5,Diesel,itsubishi,pajero sport,, Casablanca
66150.0,2013.0,97499.5,Diesel,cedes-Benz,Classe C,9.0, Rabat
2700.0,2012.0,114999.5,Diesel,Volkswagen,P,, Salé
45360.0,2014.0,104999.5,Diesel,itsubishi,pajero sport,10.0, Casablanca
12150.0,2000.0,194999.5,Diesel,Hyundai,GALLOPER,, Tétouan
74250.0,2014.0,154999.5,Diesel,Volkswagen,Golf,, Rabat
13500.0,2002.0,97499.5,Diesel,Citroen,Xsara Picass,, Casablanca
56700.00000000001,2014.0,67499.5,Diesel,Hyundai,ix 35,7.0, Laâyoune
17010.0,2013.0,104999.5,Ess,Peugeot,206+,6.0, Fès
18090.0,2012.0,92499.5,Ess,Hyundai,i 10,, Fès
29430.000000000004,2005.0,324999.5,Diesel,BMW,Serie 3,10.0, Casablanca
17280.0,2002.0,134999.5,Diesel,Renault,Kang,, Casablanca
25650.0,2012.0,114999.5,Diesel,Chevrolet,Cruz,8.0, Casablanca
37260.0,2013.0,124999.5,Diesel,Opel,Astra,7.0, Kénitra
16200.000000000002,2011.0,82499.5,Ess,Peugeot,107,5.0, Casablanca
10260.0,2002.0,124999.5,Ess,Renault,Cli,, Casablanca
17550.0,2004.0,224999.5,Diesel,Peugeot,406,8.0, Rabat
9990.0,2002.0,27499.5,Diesel,Fiat,Pali,7.0, Meknès
14580.000000000002,2006.0,184999.5,Diesel,Citroen,Berling,, Casablanca
9990.0,1996.0,27499.5,Diesel,Peugeot,306,8.0, Mediouna
20250.0,2006.0,374999.5,Diesel,Opel,Astra,, Khouribga
3240.0,1988.0,62499.5,Ess,Opel,Corsa,, Casablanca
6480.0,1998.0,144999.5,Diesel,Fiat,Un,6.0, Casablanca
89100.0,2013.0,174999.5,Diesel,Land Rov,Range Rover Evoqu,9.0, Rabat
49950.0,2015.0,224999.5,Diesel,BMW,Serie 1,8.0, Mohammedia
75600.0,2013.0,104999.5,Diesel,Audi,A5,8.0, Tanger
25650.0,2002.0,274999.5,Diesel,Volkswagen,GOLF 4,8.0, Fès
17820.0,2012.0,104999.5,Ess,Daci,Duster,7.0, Fès
7560.000000000001,1989.0,154999.5,Diesel,Renault,19,, Casablanca
23760.0,2009.0,274999.5,Diesel,cedes-Benz,Classe C,, Fès
8640.0,2001.0,82499.5,Ess,Fiat,Pali,, Salé
34020.0,2013.0,104999.5,Diesel,itsubishi,L200,, Fès
27540.0,2015.0,97499.5,Diesel,Peugeot,208,, Casablanca
12690.0,2013.0,2499.5,Diesel,Daci,Logan,6.0, Casablanca
21600.0,2012.0,274999.5,Diesel,cedes-Benz,220,, Tanger
35100.0,2017.0,17499.5,Diesel,Renault,Cli,6.0, Agadir
8910.0,1999.0,274999.5,Ess,Fiat,Pali,, Kénitra
25110.0,2012.0,124999.5,Diesel,Daci,Dokker,, Agadir
20250.0,2006.0,27499.5,Ess,Hyundai,ther,10.0, Casablanca
39150.0,2012.0,114999.5,Diesel,Ford,Kuga,8.0, Casablanca
8100.000000000001,1993.0,22499.5,Ess,Peugeot,306,, El Jadida
29700.000000000004,2003.0,154999.5,Diesel,Volkswagen,GOLF 4,, Fès
20520.0,2014.0,154999.5,Diesel,Fiat,Dob,, Tanger
40500.0,2017.0,52499.5,Diesel,Daci,Duster,6.0, Khouribga
34560.0,2016.0,37499.5,Diesel,Renault,Kang,6.0, Casablanca
23760.0,2016.0,57499.5,Diesel,Peugeot,301,6.0, Kénitra
12690.0,2004.0,27499.5,Diesel,Renault,19,, Meknès
16200.000000000002,2005.0,474999.5,Ess,Toyot,CORONA,8.0, Laäyoune
33750.0,2013.0,2499.5,Diesel,Peugeot,308,6.0, Rabat
19710.0,2011.0,274999.5,Diesel,Volkswagen,GOLF 4,, Fès
14310.000000000002,2010.0,72499.5,Ess,Hyundai,Accent,8.0, Kénitra
13500.0,2003.0,224999.5,Diesel,Nissan,primera,8.0, Salé
15930.000000000002,2012.0,134999.5,Ess,Peugeot,206,6.0, Marrakech
16200.000000000002,2009.0,67499.5,Ess,Renault,Symb,6.0, Casablanca
25920.0,2011.0,104999.5,Diesel,Hyundai,Accent,, Tanger
31050.000000000004,2015.0,104999.5,Diesel,Volkswagen,P,, Kénitra
26190.0,2014.0,57499.5,Diesel,Ford,Fiesta,6.0, Casablanca
21060.0,2015.0,92499.5,Diesel,Daci,Dokker,6.0, Marrakech
6480.0,1991.0,174999.5,Diesel,Peugeot,205,8.0, Fès
20250.0,2012.0,104999.5,Diesel,Fiat,Dob,4.0, Tanger
94500.0,2015.0,27499.5,Ess,BMW,Serie 4,17.0, Rabat
25650.0,2010.0,224999.5,Diesel,Ford,Focus,, El Jadida
40500.0,2015.0,52499.5,Diesel,Chevrolet,ther,8.0, Rabat
24030.0,2013.0,224999.5,Diesel,Hyundai,Accent,6.0, Casablanca
22950.0,2016.0,104999.5,Diesel,Hond,Accor,, Marrakech
45630.0,2016.0,42499.5,Diesel,Ford,Focus,, Fès
23220.0,2014.0,114999.5,Diesel,Daci,Dokker,6.0, Marrakech
11880.0,2006.0,194999.5,Ess,Peugeot,206,, Berrechid
3915.0000000000005,2014.0,104999.5,Diesel,Renault,Kang,6.0, Casablanca
21600.0,2012.0,274999.5,Diesel,cedes-Benz,220,, Tanger
42660.0,2016.0,72499.5,Diesel,Renault,gan,, Rabat
33750.0,2009.0,104999.5,Ess,BMW,Serie 5,14.0, Rabat
11610.0,1987.0,324999.5,Diesel,Volkswagen,Jetta,6.0, Tifelt
18360.0,2007.0,224999.5,Diesel,Citroen,C4,6.0, Casablanca
10800.0,1994.0,424999.5,Diesel,Renault,19,7.0, Agadir
45900.0,2008.0,224999.5,Ess,BMW,5,, Tanger
32940.0,2014.0,194999.5,Diesel,Hond,Civic,, Meknès
24030.0,2014.0,144999.5,Diesel,Opel,Zafira,8.0, Marrakech
11610.0,2010.0,27499.5,Ess,Hyundai,Accent,8.0, Khemisset
9990.0,2007.0,174999.5,Ess,Daci,Logan,8.0, Casablanca
8910.0,2011.0,124999.5,Ess,Autres,Autres,8.0, Casablanca
7560.000000000001,1990.0,47499.5,Diesel,Renault,R21,8.0, Casablanca
25650.0,2009.0,164999.5,Diesel,Citroen,C4 Picass,6.0, Tanger
47250.0,2017.0,32499.5,Diesel,Citroen,C4 CACTUS,, Tanger
20250.0,2006.0,224999.5,Diesel,Citroen,Berling,8.0, Salé
10260.0,1987.0,134999.5,Diesel,Peugeot,205,, Casablanca
8640.0,2001.0,324999.5,Ess,Fiat,Pali,, Béni Mellal
25110.0,2012.0,124999.5,Diesel,Daci,Dokker,, Agadir
35100.0,2017.0,2499.5,Diesel,Renault,Kang,6.0, Rabat
21060.0,2015.0,72499.5,Diesel,Daci,Logan,6.0, Casablanca
23220.0,2015.0,77499.5,Diesel,Daci,Dokker,, Béni Mellal
56700.00000000001,2012.0,104999.5,Diesel,Audi,Q5,8.0, Agadir
20520.0,2008.0,224999.5,Diesel,Citroen,C4,, Salé
15930.000000000002,2007.0,274999.5,Diesel,Citroen,Berling,, Tanger
45900.0,2013.0,184999.5,Diesel,Volkswagen,Touran,6.0, Marrakech
202500.0,2013.0,124999.5,Diesel,Hyundai,i 20,, Casablanca
53460.0,2013.0,114999.5,Diesel,Volkswagen,Touareg,12.0, Casablanca
7560.000000000001,1997.0,154999.5,Ess,Fiat,Un,5.0, Marrakech
15660.000000000002,2006.0,154999.5,Diesel,Daci,Logan,6.0, Ratba
229500.00000000003,2016.0,47499.5,Diesel,cedes-Benz,Classe S,12.0, Casablanca
26730.0,2015.0,124999.5,Diesel,Daci,Dokker,, Rabat
18090.0,2010.0,134999.5,Ess,Renault,Cli,6.0, Oujda
20250.0,2011.0,104999.5,Ess,zd,2,8.0, Rabat
18360.0,2006.0,2499.5,Diesel,Renault,gan,6.0, Casablanca
56700.00000000001,2009.0,124999.5,Diesel,Porsch,Cayenn,12.0, Casablanca
37530.0,2013.0,134999.5,Diesel,Chevrolet,Captiva,8.0, Casablanca
8100.000000000001,1980.0,32499.5,Diesel,cedes-Benz,240,10.0, Errachidia
7020.000000000001,1986.0,2499.5,Ess,Volkswagen,Jetta,9.0, Nador
9450.0,1997.0,224999.5,Ess,Renault,gan,9.0, Tanger
12150.0,2002.0,274999.5,Diesel,Renault,Fluenc,7.0, Agadir
43200.0,2010.0,164999.5,Diesel,Volkswagen,Tiguan,, Tanger
41310.0,2011.0,134999.5,Diesel,Volkswagen,Golf,6.0, Rabat
29160.000000000004,2014.0,57499.5,Diesel,Ford,Fiesta,, Casablanca
15660.000000000002,2008.0,27499.5,Diesel,Citroen,Berling,7.0, Tétouan
12150.0,2004.0,124999.5,Ess,Peugeot,307,8.0, Salé
6750.0,1991.0,154999.5,Diesel,Citroen,AX,5.0, Khénifra
20520.0,2014.0,144999.5,Diesel,Fiat,Dob,, Casablanca
16200.000000000002,2005.0,274999.5,Diesel,Ford,Fiesta,6.0, Taza
8640.0,1996.0,2499.5,Ess,Renault,19,8.0, Oujda
15930.000000000002,2003.0,274999.5,Diesel,Renault,gan,, Marrakech
25650.0,2015.0,72499.5,Diesel,Renault,gan,6.0, Casablanca
13230.0,2006.0,2499.5,Ess,Ki,Picant,6.0, Casablanca
27000.0,2014.0,144999.5,Diesel,Daci,Dokker,, Marrakech
22950.0,2002.0,62499.5,Ess,cedes-Benz,Classe S,, Rabat
14850.000000000002,2005.0,224999.5,Diesel,Ki,Carens,, Casablanca
44010.0,2016.0,87499.5,Diesel,Ford,Focus,6.0, Rabat
12150.0,2005.0,7499.5,Diesel,Peugeot,Partner,7.0, Tanger
7560.000000000001,1987.0,194999.5,Diesel,Peugeot,309,7.0, Mediouna
21600.0,2013.0,144999.5,Diesel,Daci,Dokker,6.0, Casablanca
7560.000000000001,1994.0,37499.5,Diesel,Renault,R19,8.0, Salé
21627.0,2003.0,224999.5,Diesel,Peugeot,406,8.0, Marrakech
68850.0,2014.0,104999.5,Diesel,Audi,A4,8.0, Casablanca
25650.0,2015.0,144999.5,Diesel,Citroen,C3,6.0, Agadir
7560.000000000001,2000.0,164999.5,Ess,Citroen,SAXO,6.0, El Jadida
63450.00000000001,2014.0,87499.5,Diesel,BMW,Serie 1,8.0, Fès
14580.000000000002,2007.0,274999.5,Ess,Fiat,Punt,7.0, Fès
31050.000000000004,2012.0,77499.5,Diesel,Citroen,C4,6.0, Marrakech
35640.0,2016.0,104999.5,Diesel,Renault,Kang,6.0, Casablanca
13230.0,2003.0,274999.5,Diesel,Citroen,XSARA,7.0, Casablanca
18360.0,2003.0,184999.5,Diesel,Toyot,Corolla,8.0, Kénitra
28350.000000000004,2007.0,144999.5,Diesel,Hyundai,Santa F,, Rabat
66960.0,2010.0,154999.5,Diesel,Land Rov,Range Rover,12.0, Rabat
11610.0,2002.0,17499.5,Diesel,Citroen,XSARA,7.0, Meknès
32400.000000000004,2007.0,134999.5,Diesel,cedes-Benz,Classe S,, Fès
14850.000000000002,2000.0,82499.5,Diesel,Volkswagen,P,6.0, Rabat
18360.0,2008.0,124999.5,Ess,Renault,Cli,7.0, Oujda
7560.000000000001,1987.0,154999.5,Diesel,BMW,,, Casablanca
16200.000000000002,2008.0,124999.5,Diesel,Peugeot,206,6.0, Casablanca
20250.0,2011.0,104999.5,Diesel,Renault,Kang,, Rabat
19980.0,2002.0,22499.5,Diesel,Volkswagen,Passat,, Casablanca
64800.00000000001,2013.0,82499.5,Diesel,Jag,XF,9.0, Rabat
47250.0,2017.0,42499.5,Diesel,Hyundai,i 30,6.0, El Jadida
12150.0,1999.0,37499.5,Ess,Renault,Cli,7.0, Casablanca
91800.0,2014.0,114999.5,Diesel,BMW,Serie 5,8.0, Rabat
32400.000000000004,2006.0,224999.5,Diesel,Volkswagen,GOLF 5,8.0, Tanger
20250.0,2005.0,124999.5,Diesel,Hond,Accor,, Casablanca
17280.0,2013.0,144999.5,Ess,Hyundai,i 10,5.0, Casablanca
36180.0,2017.0,57499.5,Diesel,Hyundai,Accent,6.0, Casablanca
40500.0,2016.0,37499.5,Diesel,Daci,Duster,6.0, El Jadida
20520.0,2008.0,174999.5,Diesel,Citroen,C4,6.0, Casablanca
68850.0,2012.0,144999.5,Diesel,Volkswagen,Tiguan,8.0, Fès
19170.0,2010.0,87499.5,Diesel,Peugeot,206,6.0, Casablanca
10260.0,1999.0,2499.5,Diesel,Renault,Cli,, Tanger
81000.0,2017.0,27499.5,Diesel,cedes-Benz,220,9.0, Settat
37800.0,2012.0,124999.5,Diesel,Skod,Superb,8.0, Marrakech
15390.000000000002,1998.0,124999.5,Diesel,Renault,Scenic,, Khouribga
12960.0,2003.0,17499.5,Ess,Peugeot,307,8.0, Marrakech
45900.0,2017.0,52499.5,Diesel,Ki,Optima,, Casablanca
8640.0,2004.0,114999.5,Ess,Daihats,YRV,6.0, Rabat
1134.0,1993.0,27499.5,Diesel,Peugeot,309,5.0, Casablanca
29160.000000000004,2017.0,67499.5,Diesel,Peugeot,301,6.0, Meknès
7830.000000000001,1991.0,194999.5,Ess,Volkswagen,GOLF 2,6.0, Fquih Ben Saleh
34830.0,2016.0,97499.5,Diesel,Renault,Kang,6.0, Casablanca
148500.0,2015.0,92499.5,Diesel,Land Rov,Range Rover Sport,12.0, Casablanca
6750.0,2000.0,224999.5,Ess,Daewoo,Nubira,9.0, Salé
4050.0000000000005,1980.0,184999.5,Diesel,cedes-Benz,240,8.0, Tanger
11610.0,1992.0,32499.5,Diesel,Volkswagen,Jetta,6.0, Taza
24840.0,2015.0,87499.5,Diesel,Peugeot,208,, Casablanca
35100.0,2009.0,224999.5,Diesel,Hond,Accor,9.0, Rabat
13500.0,2007.0,224999.5,Diesel,Citroen,Berling,, Agadir
63450.00000000001,2012.0,97499.5,Diesel,Volkswagen,Touareg,12.0, Marrakech
23490.0,2009.0,134999.5,Diesel,Ford,Focus,7.0, Casablanca
106650.0,2015.0,77499.5,Diesel,BMW,X5,9.0, Casablanca
22140.0,2002.0,374999.5,Diesel,Volkswagen,GOLF 4,8.0, Casablanca
23490.0,2009.0,184999.5,Diesel,Hyundai,Elantra,6.0, Meknès
7020.000000000001,1982.0,324999.5,Diesel,Renault,R18,, Béni Mellal
54000.0,2012.0,82499.5,Diesel,BMW,Serie 3,8.0, Tanger
32400.000000000004,2013.0,72499.5,Ess,Hond,Accor,11.0, Rabat
26730.0,2008.0,164999.5,Diesel,Volkswagen,GOLF 5,, Had Soualem
21600.0,2008.0,114999.5,Diesel,Renault,Kang,6.0, Salé
45900.0,2012.0,87499.5,Diesel,Volvo,XC60,8.0, Marrakech
10530.0,2004.0,274999.5,Ess,Nissan,primera,10.0, Casablanca
14310.000000000002,2009.0,7499.5,Diesel,cedes-Benz,190,10.0, Temara
8370.0,2000.0,82499.5,Ess,Fiat,Pali,6.0, Dakhla
37530.0,2015.0,174999.5,Diesel,itsubishi,L200,, Casablanca
3240.0,1984.0,17499.5,Electriq,Fiat,Un,6.0, Settat
4050.0000000000005,1988.0,184999.5,Ess,Peugeot,309,8.0, Temara
26190.0,2016.0,32499.5,Diesel,Daci,Logan,6.0, Marrakech
16470.0,2013.0,77499.5,Diesel,Peugeot,Bipper,6.0, Casablanca
1620.0,2012.0,42499.5,Ess,Peugeot,206,, Berkane
35100.0,2007.0,154999.5,Diesel,cedes-Benz,220,9.0, Casablanca
24030.0,2014.0,87499.5,Diesel,Daci,Sander,6.0, Casablanca
38610.0,2012.0,144999.5,Diesel,Ford,Kuga,, El Jadida
51300.0,2018.0,12499.5,Diesel,Peugeot,308,6.0, Casablanca
70200.0,2011.0,174999.5,Diesel,cedes-Benz,Classe E,9.0, Casablanca
3780.0000000000005,1981.0,17499.5,Ess,Opel,KADETT,, Nador
4050.0000000000005,1985.0,12499.5,Ess,Peugeot,205,, Casablanca
6750.0,1995.0,22499.5,Ess,Peugeot,205,8.0, Nador
11340.0,2006.0,114999.5,Ess,Daci,Logan,7.0, Marrakech
16200.000000000002,2013.0,72499.5,Diesel,Peugeot,Bipper,6.0, Casablanca
25650.0,2008.0,114999.5,Diesel,Volkswagen,GOLF 5,8.0, Khouribga
12960.0,2013.0,2499.5,Ess,Fiat,Panda,, Salé
4050.0000000000005,1986.0,7499.5,Ess,Peugeot,205,, Casablanca
24840.0,2008.0,224999.5,Diesel,Nissan,X-Trai,8.0, Tanger
16200.000000000002,2011.0,7499.5,Ess,Hyundai,i 10,, Rabat
29430.000000000004,2012.0,324999.5,Diesel,Volkswagen,Amarok,, Settat
12150.0,2007.0,37499.5,Ess,Renault,Cli,6.0, Meknès
14040.000000000002,2006.0,224999.5,Ess,zd,6,11.0, Casablanca
25650.0,2008.0,104999.5,Diesel,Volkswagen,GOLF 5,8.0, Khouribga
45900.0,2012.0,77499.5,Diesel,cedes-Benz,Classe B,8.0, Mohammedia
47250.0,2018.0,37499.5,Diesel,Ssangyong,Koran,8.0, Casablanca
19980.0,2000.0,224999.5,Diesel,Volkswagen,GOLF 4,, Tanger
39150.0,2018.0,7499.5,Diesel,Daci,Dokker,6.0, Fès
49680.0,2018.0,144999.5,Diesel,Volkswagen,Caddy,, Casablanca
18900.0,2016.0,22499.5,Ess,Toyot,Corolla,8.0, Nador
74250.0,2014.0,134999.5,Diesel,Jeep,Grand Cherok,12.0, Casablanca
49950.0,2015.0,72499.5,Diesel,Citroen,C4 Picass,6.0, Casablanca
75600.0,2014.0,134999.5,Diesel,cedes-Benz,Classe E,9.0, Rabat
22950.0,2015.0,154999.5,Diesel,Daci,Logan,6.0, Marrakech
12960.0,2006.0,224999.5,Ess,Nissan,Sunny,7.0, Rabat
27000.0,2013.0,154999.5,Diesel,Peugeot,Tep,7.0, Casablanca
18900.0,2013.0,22499.5,Ess,Daci,Logan,, Ouarzazate
8640.0,2000.0,194999.5,Diesel,Fiat,Pali,, Casablanca
7830.000000000001,1988.0,184999.5,Diesel,BMW,Serie 3,9.0, Mohammedia
9990.0,1985.0,194999.5,Diesel,cedes-Benz,250,10.0, Tanger
20250.0,2003.0,224999.5,Diesel,cedes-Benz,220,8.0, Rabat
15390.000000000002,2002.0,324999.5,Diesel,Peugeot,406,8.0, Rabat
27000.0,2014.0,92499.5,Diesel,Fiat,500,5.0, Tétouan
26190.0,2016.0,92499.5,Diesel,Daci,Logan,6.0, Tétouan
21600.0,2010.0,224999.5,Diesel,Daci,Logan,6.0, Marrakech
20250.0,2007.0,224999.5,Diesel,Nissan,X-Trai,9.0, Marrakech
14580.000000000002,2004.0,224999.5,Diesel,Peugeot,Partner,6.0, Nador
54000.0,2010.0,134999.5,Diesel,Land Rov,Range Rover,15.0, Rabat
34830.0,2014.0,144999.5,Diesel,cedes-Benz,220,10.0, Casablanca
23490.0,2008.0,174999.5,Ess,Hond,Accor,11.0, Casablanca
14580.000000000002,2004.0,224999.5,Diesel,Peugeot,Partner,6.0, Nador
24300.0,2015.0,114999.5,Diesel,Daci,Logan,, Casablanca
21870.0,2013.0,134999.5,Diesel,Peugeot,206,, Meknès
40230.0,2012.0,134999.5,Ess,mini,cooper,8.0, Casablanca
56700.00000000001,2012.0,114999.5,Diesel,Volkswagen,Touran,8.0, Fès
37260.0,2015.0,82499.5,Diesel,Toyot,Corolla,5.0, Fès
45360.0,2015.0,92499.5,Diesel,Fiat,FREEMONT,8.0, Fès
34560.0,2013.0,134999.5,Diesel,Toyot,Avensis,8.0, Tanger
4050.0000000000005,1985.0,7499.5,Ess,Peugeot,205,, Casablanca
18900.0,2002.0,22499.5,Diesel,Volkswagen,GOLF 4,10.0, Tétouan
41850.0,2015.0,57499.5,Diesel,Ford,Focus,6.0, Fès
17820.0,2011.0,87499.5,Ess,Peugeot,107,, Meknès
7830.000000000001,1993.0,174999.5,Diesel,BMW,Serie 3,, Salé
28350.000000000004,2014.0,104999.5,Diesel,Renault,Cli,6.0, Casablanca
49950.0,2012.0,17499.5,Diesel,Volkswagen,GOLF 6,8.0, Rabat
94770.0,2016.0,52499.5,Diesel,Land Rov,Range Rover Evoqu,8.0, Casablanca
10800.0,1987.0,37499.5,Diesel,cedes-Benz,190,, Laâyoune
14850.000000000002,2003.0,224999.5,Ess,Toyot,Corolla,, Oujda
31590.000000000004,2008.0,184999.5,Ess,cedes-Benz,Classe C,10.0, Casablanca
49410.0,2015.0,82499.5,Diesel,Hond,CR-V,6.0, Fès
27000.0,2016.0,87499.5,Diesel,Renault,Cli,, Casablanca
76950.0,2015.0,104999.5,Diesel,Land Rov,Range Rover Evoqu,, Marrakech
34020.0,2015.0,52499.5,Diesel,Citroen,C4,6.0, El Jadida
15930.000000000002,2008.0,124999.5,Ess,Chrysl,Sebring,, Tétouan
18900.0,2002.0,374999.5,Diesel,Nissan,X-Trai,9.0, Essaouira
34560.0,2015.0,72499.5,Diesel,Ssangyong,Koran,6.0, Fès
12825.0,2006.0,12499.5,Ess,Ki,Picant,6.0, Salé
27810.000000000004,2016.0,104999.5,Diesel,Daci,Dokker,6.0, Casablanca
24300.0,2010.0,174999.5,Ess,Hond,Accor,13.0, Casablanca
8640.0,1995.0,164999.5,Ess,BMW,Serie 3,, Salé
21060.0,2004.0,224999.5,Diesel,Volkswagen,Passat,8.0, Tétouan
26730.0,2016.0,72499.5,Diesel,Citroen,C3,6.0, Fès
27000.0,2013.0,97499.5,Diesel,Daci,Dokker,, Tanger
